Genus,Species,genus_species
Anablepsoides,holmiae,Anablepsoides holmiae
Anablepsoides,igneus,Anablepsoides igneus
Anablepsoides,immaculatus,Anablepsoides immaculatus
Anablepsoides,intermittens,Anablepsoides intermittens
Anablepsoides,iridescens,Anablepsoides iridescens
Anablepsoides,jari,Anablepsoides jari
Anablepsoides,jucundus,Anablepsoides jucundus
Anablepsoides,lanceolatus,Anablepsoides lanceolatus
Anablepsoides,limoncochae,Anablepsoides limoncochae
Anablepsoides,lineasoppilatae,Anablepsoides lineasoppilatae
Anablepsoides,luitalimae,Anablepsoides luitalimae
Anablepsoides,lungi,Anablepsoides lungi
Anablepsoides,mazaruni,Anablepsoides mazaruni
Anablepsoides,micropus,Anablepsoides micropus
Anablepsoides,monticola,Anablepsoides monticola
Anablepsoides,ophiomimus,Anablepsoides ophiomimus
Anablepsoides,ornatus,Anablepsoides ornatus
Anablepsoides,ottonii,Anablepsoides ottonii
Anablepsoides,parlettei,Anablepsoides parlettei
Anablepsoides,peruanus,Anablepsoides peruanus
Anablepsoides,roraima,Anablepsoides roraima
Anablepsoides,rubrolineatus,Anablepsoides rubrolineatus
Anablepsoides,speciosus,Anablepsoides speciosus
Anablepsoides,stagnatus,Anablepsoides stagnatus
Anablepsoides,taeniatus,Anablepsoides taeniatus
Anablepsoides,tessellatus,Anablepsoides tessellatus
Anablepsoides,tocantinensis,Anablepsoides tocantinensis
Anablepsoides,urophthalmus,Anablepsoides urophthalmus
Anablepsoides,urubuiensis,Anablepsoides urubuiensis
Amblydoras,affinis,Amblydoras affinis
Amblydoras,bolivarensis,Amblydoras bolivarensis
Amblydoras,gonzalezi,Amblydoras gonzalezi
Amblydoras,monitor,Amblydoras monitor
Amblydoras,nauticus,Amblydoras nauticus
Amblydoras,nheco,Amblydoras nheco
Amblyeleotris,cephalotaenia,Amblyeleotris cephalotaenia
Amblyopsis,hoosieri,Amblyopsis hoosieri
Amblyopsis,rosae,Amblyopsis rosae
Amblyopsis,spelaea,Amblyopsis spelaea
Amblypharyngodon,atkinsonii,Amblypharyngodon atkinsonii
Amblypharyngodon,chulabhornae,Amblypharyngodon chulabhornae
Amblypharyngodon,melettinus,Amblypharyngodon melettinus
Amblypharyngodon,microlepis,Amblypharyngodon microlepis
Amblypharyngodon,mola,Amblypharyngodon mola
Amblyrhynchichthys,micracanthus,Amblyrhynchichthys micracanthus
Amblyrhynchichthys,truncatus,Amblyrhynchichthys truncatus
Ameca,splendens,Ameca splendens
Ameiurus,brunneus,Ameiurus brunneus
Ameiurus,catus,Ameiurus catus
Ameiurus,melas,Ameiurus melas
Ameiurus,natalis,Ameiurus natalis
Ameiurus,nebulosus,Ameiurus nebulosus
Ameiurus,platycephalus,Ameiurus platycephalus
Ameiurus,serracanthus,Ameiurus serracanthus
Amia,calva,Amia calva
Ammocrypta,beanii,Ammocrypta beanii
Ammocrypta,bifascia,Ammocrypta bifascia
Ammocrypta,clara,Ammocrypta clara
Ammocrypta,meridiana,Ammocrypta meridiana
Ammocrypta,pellucida,Ammocrypta pellucida
Ammocrypta,vivax,Ammocrypta vivax
Ammocryptocharax,elegans,Ammocryptocharax elegans
Ammocryptocharax,lateralis,Ammocryptocharax lateralis
Ammocryptocharax,minutus,Ammocryptocharax minutus
Ammocryptocharax,vintonae,Ammocryptocharax vintonae
Ammoglanis,amapaensis,Ammoglanis amapaensis
Ammoglanis,diaphanus,Ammoglanis diaphanus
Ammoglanis,pulex,Ammoglanis pulex
Amphilius,atesuensis,Amphilius atesuensis
Amphilius,athiensis,Amphilius athiensis
Amphilius,brevis,Amphilius brevis
Amphilius,caudosignatus,Amphilius caudosignatus
Amphilius,chalei,Amphilius chalei
Amphilius,crassus,Amphilius crassus
Amphilius,cryptobullatus,Amphilius cryptobullatus
Amphilius,dimonikensis,Amphilius dimonikensis
Amphilius,engelbrechti,Amphilius engelbrechti
Amphilius,frieli,Amphilius frieli
Amphilius,grandis,Amphilius grandis
Amphilius,jacksonii,Amphilius jacksonii
Amphilius,kakrimensis,Amphilius kakrimensis
Amphilius,kivuensis,Amphilius kivuensis
Amphilius,korupi,Amphilius korupi
Amphilius,krefftii,Amphilius krefftii
Amphilius,lamani,Amphilius lamani
Amphilius,lampei,Amphilius lampei
Amphilius,laticaudatus,Amphilius laticaudatus
Amphilius,lentiginosus,Amphilius lentiginosus
Amphilius,leopardus,Amphilius leopardus
Amphilius,longirostris,Amphilius longirostris
Amphilius,lujani,Amphilius lujani
Amphilius,maesii,Amphilius maesii
Amphilius,mamonekenensis,Amphilius mamonekenensis
Amphilius,marshalli,Amphilius marshalli
Amphilius,natalensis,Amphilius natalensis
Amphilius,nigricaudatus,Amphilius nigricaudatus
Amphilius,opisthophthalmus,Amphilius opisthophthalmus
Amphilius,pedunculus,Amphilius pedunculus
Amphilius,platychir,Amphilius platychir
Amphilius,pulcher,Amphilius pulcher
Amphilius,rheophilus,Amphilius rheophilus
Amphilius,ruziziensis,Amphilius ruziziensis
Amphilius,uranoscopus,Amphilius uranoscopus
Amphilius,zairensis,Amphilius zairensis
Amphilius,zuluorum,Amphilius zuluorum
Amphilophus,amarillo,Amphilophus amarillo
Amphilophus,astorquii,Amphilophus astorquii
Amphilophus,chancho,Amphilophus chancho
Amphilophus,citrinellus,Amphilophus citrinellus
Amphilophus,flaveolus,Amphilophus flaveolus
Amphilophus,globosus,Amphilophus globosus
Amphilophus,hogaboomorum,Amphilophus hogaboomorum
Amphilophus,istlanus,Amphilophus istlanus
Amphilophus,labiatus,Amphilophus labiatus
Amphilophus,lyonsi,Amphilophus lyonsi
Amphilophus,margaritifer,Amphilophus margaritifer
Amphilophus,sagittae,Amphilophus sagittae
Amphilophus,supercilius,Amphilophus supercilius
Amphilophus,tolteca,Amphilophus tolteca
Amphilophus,trimaculatus,Amphilophus trimaculatus
Amphilophus,viridis,Amphilophus viridis
Amphilophus,xiloaensis,Amphilophus xiloaensis
Amphilophus,zaliosus,Amphilophus zaliosus
Anabarilius,alburnops,Anabarilius alburnops
Anabarilius,andersoni,Anabarilius andersoni
Anabarilius,brevianalis,Anabarilius brevianalis
Anabarilius,duoyiheensis,Anabarilius duoyiheensis
Anabarilius,goldenlineus,Anabarilius goldenlineus
Anabarilius,grahami,Anabarilius grahami
Anabarilius,liui,Anabarilius liui
Anabarilius,longicaudatus,Anabarilius longicaudatus
Anabarilius,macrolepis,Anabarilius macrolepis
Anabarilius,maculatus,Anabarilius maculatus
Anabarilius,paucirastellus,Anabarilius paucirastellus
Anabarilius,polylepis,Anabarilius polylepis
Anabarilius,qiluensis,Anabarilius qiluensis
Anabarilius,qionghaiensis,Anabarilius qionghaiensis
Anabarilius,songmingensis,Anabarilius songmingensis
Anabarilius,transmontanus,Anabarilius transmontanus
Anabarilius,xundianensis,Anabarilius xundianensis
Anabarilius,yangzonensis,Anabarilius yangzonensis
Anabas,cobojius,Anabas cobojius
Anabas,testudineus,Anabas testudineus
Anableps,anableps,Anableps anableps
Anableps,dowii,Anableps dowii
Anableps,microlepis,Anableps microlepis
Anablepsoides,amanan,Anablepsoides amanan
Anablepsoides,amphoreus,Anablepsoides amphoreus
Anablepsoides,atratus,Anablepsoides atratus
Anablepsoides,bahianus,Anablepsoides bahianus
Anablepsoides,beniensis,Anablepsoides beniensis
Anablepsoides,bibosi,Anablepsoides bibosi
Anablepsoides,bondi,Anablepsoides bondi
Anablepsoides,cajariensis,Anablepsoides cajariensis
Anablepsoides,caurae,Anablepsoides caurae
Anablepsoides,cearensis,Anablepsoides cearensis
Anablepsoides,chapare,Anablepsoides chapare
Anablepsoides,christinae,Anablepsoides christinae
Anablepsoides,cryptocallus,Anablepsoides cryptocallus
Anablepsoides,deltaphilus,Anablepsoides deltaphilus
Anablepsoides,derhami,Anablepsoides derhami
Anablepsoides,elongatus,Anablepsoides elongatus
Anablepsoides,erberi,Anablepsoides erberi
Anablepsoides,fransvermeuleni,Anablepsoides fransvermeuleni
Anablepsoides,gamae,Anablepsoides gamae
Anablepsoides,vieirai,Anablepsoides vieirai
Anablepsoides,waimacui,Anablepsoides waimacui
Anablepsoides,xanthonotus,Anablepsoides xanthonotus
Anablepsoides,xinguensis,Anablepsoides xinguensis
Anadoras,grypus,Anadoras grypus
Anadoras,insculptus,Anadoras insculptus
Anadoras,regani,Anadoras regani
Anadoras,weddellii,Anadoras weddellii
Anaecypris,hispanica,Anaecypris hispanica
Ancistrus,mattogrossensis,Ancistrus mattogrossensis
Ancistrus,maximus,Ancistrus maximus
Ancistrus,megalostomus,Ancistrus megalostomus
Ancistrus,minutus,Ancistrus minutus
Ancistrus,miracollis,Ancistrus miracollis
Ancistrus,montanus,Ancistrus montanus
Ancistrus,mullerae,Ancistrus mullerae
Ancistrus,multispinis,Ancistrus multispinis
Ancistrus,nudiceps,Ancistrus nudiceps
Ancistrus,occidentalis,Ancistrus occidentalis
Ancistrus,occloi,Ancistrus occloi
Ancistrus,parecis,Ancistrus parecis
Ancistrus,patronus,Ancistrus patronus
Ancistrus,pirareta,Ancistrus pirareta
Ancistrus,piriformis,Ancistrus piriformis
Ancistrus,ranunculus,Ancistrus ranunculus
Ancistrus,reisi,Ancistrus reisi
Ancistrus,saudades,Ancistrus saudades
Ancistrus,sericeus,Ancistrus sericeus
Ancistrus,spinosus,Ancistrus spinosus
Ancistrus,stigmaticus,Ancistrus stigmaticus
Ancistrus,tamboensis,Ancistrus tamboensis
Ancistrus,taunayi,Ancistrus taunayi
Ancistrus,temminckii,Ancistrus temminckii
Ancistrus,tolima,Ancistrus tolima
Ancistrus,tombador,Ancistrus tombador
Ancistrus,trinitatis,Ancistrus trinitatis
Ancistrus,triradiatus,Ancistrus triradiatus
Ancistrus,variolus,Ancistrus variolus
Ancistrus,verecundus,Ancistrus verecundus
Ancistrus,vericaucanus,Ancistrus vericaucanus
Ancistrus,yanesha,Ancistrus yanesha
Ancistrus,yutajae,Ancistrus yutajae
Anaecypris,punica,Anaecypris punica
Anatirostrum,profundorum,Anatirostrum profundorum
Anatolichthys,anatoliae,Anatolichthys anatoliae
Anatolichthys,danfordii,Anatolichthys danfordii
Anatolichthys,fontinalis,Anatolichthys fontinalis
Anatolichthys,iconii,Anatolichthys iconii
Anatolichthys,irregularis,Anatolichthys irregularis
Anatolichthys,maeandricus,Anatolichthys maeandricus
Anatolichthys,marassantensis,Anatolichthys marassantensis
Anatolichthys,meridionalis,Anatolichthys meridionalis
Anatolichthys,saldae,Anatolichthys saldae
Anatolichthys,splendens,Anatolichthys splendens
Anatolichthys,sureyanus,Anatolichthys sureyanus
Anatolichthys,transgrediens,Anatolichthys transgrediens
Anatolichthys,villwocki,Anatolichthys villwocki
Ancharius,fuscus,Ancharius fuscus
Ancharius,griseus,Ancharius griseus
Ancherythroculter,daovantieni,Ancherythroculter daovantieni
Ancherythroculter,kurematsui,Ancherythroculter kurematsui
Ancherythroculter,lini,Ancherythroculter lini
Ancherythroculter,nigrocauda,Ancherythroculter nigrocauda
Ancherythroculter,wangi,Ancherythroculter wangi
Anchicyclocheilus,halfibindus,Anchicyclocheilus halfibindus
Anchoa,belizensis,Anchoa belizensis
Anchoa,curta,Anchoa curta
Anchoa,mitchilli,Anchoa mitchilli
Anchoa,parva,Anchoa parva
Anchoa,spinifer,Anchoa spinifer
Anchoa,walkeri,Anchoa walkeri
Anchovia,surinamensis,Anchovia surinamensis
Anchoviella,alleni,Anchoviella alleni
Anchoviella,carrikeri,Anchoviella carrikeri
Anchoviella,guianensis,Anchoviella guianensis
Anchoviella,hernanni,Anchoviella hernanni
Anchoviella,jamesi,Anchoviella jamesi
Anchoviella,juruasanga,Anchoviella juruasanga
Anchoviella,lepidentostole,Anchoviella lepidentostole
Anchoviella,manamensis,Anchoviella manamensis
Anchoviella,sanfranciscana,Anchoviella sanfranciscana
Anchoviella,vaillanti,Anchoviella vaillanti
Ancistomus,feldbergae,Ancistomus feldbergae
Ancistomus,micrommatos,Ancistomus micrommatos
Ancistomus,snethlageae,Ancistomus snethlageae
Ancistomus,spilomma,Ancistomus spilomma
Ancistomus,spinosissimus,Ancistomus spinosissimus
Ancistrus,abilhoai,Ancistrus abilhoai
Ancistrus,agostinhoi,Ancistrus agostinhoi
Ancistrus,aguaboensis,Ancistrus aguaboensis
Ancistrus,amaris,Ancistrus amaris
Ancistrus,bodenhameri,Ancistrus bodenhameri
Ancistrus,bolivianus,Ancistrus bolivianus
Ancistrus,brevifilis,Ancistrus brevifilis
Ancistrus,brevipinnis,Ancistrus brevipinnis
Ancistrus,bufonius,Ancistrus bufonius
Ancistrus,caucanus,Ancistrus caucanus
Ancistrus,centrolepis,Ancistrus centrolepis
Ancistrus,chagresi,Ancistrus chagresi
Ancistrus,cirrhosus,Ancistrus cirrhosus
Ancistrus,claro,Ancistrus claro
Ancistrus,clementinae,Ancistrus clementinae
Ancistrus,cryptophthalmus,Ancistrus cryptophthalmus
Ancistrus,cuiabae,Ancistrus cuiabae
Ancistrus,damasceni,Ancistrus damasceni
Ancistrus,dolichopterus,Ancistrus dolichopterus
Ancistrus,dubius,Ancistrus dubius
Ancistrus,erinaceus,Ancistrus erinaceus
Ancistrus,eustictus,Ancistrus eustictus
Ancistrus,falconensis,Ancistrus falconensis
Ancistrus,formoso,Ancistrus formoso
Ancistrus,fulvus,Ancistrus fulvus
Ancistrus,galani,Ancistrus galani
Ancistrus,greeni,Ancistrus greeni
Ancistrus,gymnorhynchus,Ancistrus gymnorhynchus
Ancistrus,heterorhynchus,Ancistrus heterorhynchus
Ancistrus,hoplogenys,Ancistrus hoplogenys
Ancistrus,jataiensis,Ancistrus jataiensis
Ancistrus,jelskii,Ancistrus jelskii
Ancistrus,kellerae,Ancistrus kellerae
Ancistrus,latifrons,Ancistrus latifrons
Ancistrus,leoni,Ancistrus leoni
Ancistrus,leucostictus,Ancistrus leucostictus
Ancistrus,lineolatus,Ancistrus lineolatus
Ancistrus,lithurgicus,Ancistrus lithurgicus
Ancistrus,macrophthalmus,Ancistrus macrophthalmus
Ancistrus,maculatus,Ancistrus maculatus
Ancistrus,malacops,Ancistrus malacops
Ancistrus,maracasae,Ancistrus maracasae
Ancistrus,marcapatae,Ancistrus marcapatae
Ancistrus,martini,Ancistrus martini
Andeancistrus,eschwartzae,Andeancistrus eschwartzae
Andeancistrus,platycephalus,Andeancistrus platycephalus
Andersonia,leptura,Andersonia leptura
Andinoacara,biseriatus,Andinoacara biseriatus
Andinoacara,blombergi,Andinoacara blombergi
Andinoacara,coeruleopunctatus,Andinoacara coeruleopunctatus
Andinoacara,latifrons,Andinoacara latifrons
Apistogramma,cacatuoides,Apistogramma cacatuoides
Apistogramma,caetei,Apistogramma caetei
Apistogramma,caudomaculata,Apistogramma caudomaculata
Apistogramma,cinilabra,Apistogramma cinilabra
Apistogramma,commbrae,Apistogramma commbrae
Apistogramma,cruzi,Apistogramma cruzi
Apistogramma,diplotaenia,Apistogramma diplotaenia
Apistogramma,eleutheria,Apistogramma eleutheria
Apistogramma,elizabethae,Apistogramma elizabethae
Apistogramma,eremnopyge,Apistogramma eremnopyge
Apistogramma,erythrura,Apistogramma erythrura
Apistogramma,eunotus,Apistogramma eunotus
Apistogramma,feconat,Apistogramma feconat
Apistogramma,flabellicauda,Apistogramma flabellicauda
Apistogramma,flavipedunculata,Apistogramma flavipedunculata
Apistogramma,geisleri,Apistogramma geisleri
Apistogramma,gephyra,Apistogramma gephyra
Apistogramma,gibbiceps,Apistogramma gibbiceps
Apistogramma,gossei,Apistogramma gossei
Apistogramma,guttata,Apistogramma guttata
Apistogramma,helkeri,Apistogramma helkeri
Apistogramma,hippolytae,Apistogramma hippolytae
Apistogramma,hoignei,Apistogramma hoignei
Apomatoceros,alleni,Apomatoceros alleni
Aposturisoma,myriodon,Aposturisoma myriodon
Apricaphanius,baeticus,Apricaphanius baeticus
Apricaphanius,iberus,Apricaphanius iberus
Andinoacara,pulcher,Andinoacara pulcher
Andinoacara,rivulatus,Andinoacara rivulatus
Andinoacara,sapayensis,Andinoacara sapayensis
Andinoacara,stalsbergi,Andinoacara stalsbergi
Andromakhe,latens,Andromakhe latens
Andromakhe,paris,Andromakhe paris
Andromakhe,saguazu,Andromakhe saguazu
Andromakhe,stenohalina,Andromakhe stenohalina
Andromakhe,tupi,Andromakhe tupi
Anduzedoras,oxyrhynchus,Anduzedoras oxyrhynchus
Anematichthys,repasson,Anematichthys repasson
Anguilla,anguilla,Anguilla anguilla
Anguilla,australis,Anguilla australis
Anguilla,bengalensis,Anguilla bengalensis
Anguilla,bicolor,Anguilla bicolor
Anguilla,borneensis,Anguilla borneensis
Anguilla,celebesensis,Anguilla celebesensis
Anguilla,dieffenbachii,Anguilla dieffenbachii
Anguilla,interioris,Anguilla interioris
Anguilla,japonica,Anguilla japonica
Anguilla,labiata,Anguilla labiata
Anguilla,luzonensis,Anguilla luzonensis
Anguilla,malgumora,Anguilla malgumora
Anguilla,marmorata,Anguilla marmorata
Anguilla,megastoma,Anguilla megastoma
Anguilla,mossambica,Anguilla mossambica
Anguilla,nebulosa,Anguilla nebulosa
Anguilla,obscura,Anguilla obscura
Anguilla,reinhardtii,Anguilla reinhardtii
Anguilla,rostrata,Anguilla rostrata
Annamia,normani,Annamia normani
Annamia,thuathienensis,Annamia thuathienensis
Anodontiglanis,dahli,Anodontiglanis dahli
Anodontostoma,chacunda,Anodontostoma chacunda
Anodus,elongatus,Anodus elongatus
Anodus,orinocensis,Anodus orinocensis
Anomalochromis,thomasi,Anomalochromis thomasi
Anostomoides,atrianalis,Anostomoides atrianalis
Anostomoides,laticeps,Anostomoides laticeps
Anostomoides,passionis,Anostomoides passionis
Anostomus,anostomus,Anostomus anostomus
Anostomus,brevior,Anostomus brevior
Anostomus,longus,Anostomus longus
Anostomus,ternetzi,Anostomus ternetzi
Anostomus,ucayalensis,Anostomus ucayalensis
Anoxypristis,cuspidata,Anoxypristis cuspidata
Apareiodon,affinis,Apareiodon affinis
Apareiodon,agmatos,Apareiodon agmatos
Apareiodon,argenteus,Apareiodon argenteus
Apareiodon,cavalcante,Apareiodon cavalcante
Apareiodon,davisi,Apareiodon davisi
Apareiodon,gransabana,Apareiodon gransabana
Apareiodon,hasemani,Apareiodon hasemani
Apareiodon,ibitiensis,Apareiodon ibitiensis
Apareiodon,itapicuruensis,Apareiodon itapicuruensis
Apareiodon,machrisi,Apareiodon machrisi
Apareiodon,orinocensis,Apareiodon orinocensis
Apareiodon,piracicabae,Apareiodon piracicabae
Apareiodon,tigrinus,Apareiodon tigrinus
Apareiodon,vittatus,Apareiodon vittatus
Apareiodon,vladii,Apareiodon vladii
Apeltes,quadracus,Apeltes quadracus
Aphaniops,dispar,Aphaniops dispar
Aphaniops,furcatus,Aphaniops furcatus
Aphaniops,ginaonis,Aphaniops ginaonis
Aphaniops,hormuzensis,Aphaniops hormuzensis
Aphaniops,kruppi,Aphaniops kruppi
Aphaniops,richardsoni,Aphaniops richardsoni
Aphaniops,sirhani,Aphaniops sirhani
Aphaniops,stiassnyae,Aphaniops stiassnyae
Aphaniops,stoliczkanus,Aphaniops stoliczkanus
Aphanius,almiriensis,Aphanius almiriensis
Aphanius,chantrei,Aphanius chantrei
Aphanius,desioi,Aphanius desioi
Aphanius,fasciatus,Aphanius fasciatus
Aphanius,punctatus,Aphanius punctatus
Aphanotorulus,ammophilus,Aphanotorulus ammophilus
Aphanotorulus,emarginatus,Aphanotorulus emarginatus
Aphanotorulus,gomesi,Aphanotorulus gomesi
Aphanotorulus,horridus,Aphanotorulus horridus
Aphanotorulus,phrixosoma,Aphanotorulus phrixosoma
Aphanotorulus,rubrocauda,Aphanotorulus rubrocauda
Aphanotorulus,unicolor,Aphanotorulus unicolor
Aphredoderus,sayanus,Aphredoderus sayanus
Aphyocharacidium,bolivianum,Aphyocharacidium bolivianum
Aphyocharacidium,melandetum,Aphyocharacidium melandetum
Aphyocharax,agassizii,Aphyocharax agassizii
Aphyocharax,alburnus,Aphyocharax alburnus
Aphyocharax,anisitsi,Aphyocharax anisitsi
Aphyocharax,colifax,Aphyocharax colifax
Aphyocharax,dentatus,Aphyocharax dentatus
Aphyocharax,erythrurus,Aphyocharax erythrurus
Aphyocharax,gracilis,Aphyocharax gracilis
Aphyocharax,nattereri,Aphyocharax nattereri
Aphyocharax,pusillus,Aphyocharax pusillus
Aphyocharax,rathbuni,Aphyocharax rathbuni
Aphyocharax,yekwanae,Aphyocharax yekwanae
Aphyocheirodon,hemigrammus,Aphyocheirodon hemigrammus
Aphyocypris,amnis,Aphyocypris amnis
Aphyocypris,arcus,Aphyocypris arcus
Aphyocypris,chinensis,Aphyocypris chinensis
Aphyocypris,dorsohorizontalis,Aphyocypris dorsohorizontalis
Aphyocypris,kikuchii,Aphyocypris kikuchii
Aphyocypris,kyphus,Aphyocypris kyphus
Aphyocypris,lini,Aphyocypris lini
Aphyocypris,moltrechti,Aphyocypris moltrechti
Aphyocypris,normalis,Aphyocypris normalis
Aphyocypris,pulchrilineata,Aphyocypris pulchrilineata
Aphyodite,apiaka,Aphyodite apiaka
Aphyodite,grammica,Aphyodite grammica
Aphyodite,tupebas,Aphyodite tupebas
Aphyolebias,boticarioi,Aphyolebias boticarioi
Aphyolebias,claudiae,Aphyolebias claudiae
Aphyolebias,manuensis,Aphyolebias manuensis
Aphyolebias,obliquus,Aphyolebias obliquus
Aphyolebias,peruensis,Aphyolebias peruensis
Aphyolebias,rubrocaudatus,Aphyolebias rubrocaudatus
Aphyolebias,schleseri,Aphyolebias schleseri
Aphyolebias,wischmanni,Aphyolebias wischmanni
Aphyosemion,abacinum,Aphyosemion abacinum
Aphyosemion,ahli,Aphyosemion ahli
Aphyosemion,alpha,Aphyosemion alpha
Aphyosemion,amoenum,Aphyosemion amoenum
Aphyosemion,aurantiacum,Aphyosemion aurantiacum
Aphyosemion,aureum,Aphyosemion aureum
Aphyosemion,australe,Aphyosemion australe
